title,description,sku,meta_title,slug,updated_at,starts_at,published_at,end_at,created_at,price,discount
Kids Item,"Vestibulum lacinia massa nec viverra vulputate. Cras a ante sem. Morbi interdum lobortis lacus id ullamcorper. Integer pellentesque fringilla libero quis cursus. Curabitur vitae dictum nibh, non accumsan turpis. Quisque aliquam nec nibh a aliquam. Curabitur nunc arcu, rutrum eget mattis id, semper in mi. In arcu augue, commodo sit amet finibus eget, dignissim in quam. Nulla sollicitudin enim in nibh venenatis, in cursus dui hendrerit. Morbi at mollis nulla.",55,Donec pharetra sem congue elementum venenatis,condimentum,2011-06-30T01:14:04.174+06:00,2011-06-30T01:14:04.174+06:00,2011-06-30T01:14:04.174+06:00,2011-06-30T01:14:04.174+06:00,2011-06-30T01:14:04.174+06:00,8015,0.44898284133328087
Storage Implement,"Nam lorem arcu, pretium quis lectus et, volutpat euismod enim. Suspendisse semper tortor sapien, eu cursus nisi fermentum non. Cras quam orci, tincidunt quis purus vel, molestie posuere urna. Etiam lobortis neque eget ex tempus, eu interdum mi semper. Cras felis enim, rutrum a imperdiet et, vehicula at metus. Praesent bibendum, augue eu aliquam gravida, lectus sapien fringilla ipsum, non tincidunt leo felis eu augue. Aliquam faucibus tortor enim, in convallis elit euismod quis.",55,"Quisque scelerisque venenatis velit, eu porttitor felis mattis non",ex,2020-08-23T00:20:53.985+05:00,2020-08-23T00:20:53.985+05:00,2020-08-23T00:20:53.985+05:00,2020-08-23T00:20:53.985+05:00,2020-08-23T00:20:53.985+05:00,13285,0.09291870975829336
Aquarium Doodad,"In eu interdum sapien. In scelerisque hendrerit sem ac mollis. Sed rutrum lobortis erat finibus aliquam. Sed in lacus ante. Nam eget aliquet magna. Etiam nec malesuada tellus. Suspendisse posuere, risus nec suscipit laoreet, tellus dui imperdiet ligula, efficitur elementum leo orci vitae nisl. Vestibulum eleifend egestas enim ut condimentum. Proin vitae rutrum nibh. Fusce rutrum erat mattis sem molestie, eget lobortis neque dapibus. Nulla in diam ut magna semper varius.",237,Praesent accumsan venenatis leo eget tempor,sit,2013-09-03T08:12:19.991+06:00,2013-09-03T08:12:19.991+06:00,2013-09-03T08:12:19.991+06:00,2013-09-03T08:12:19.991+06:00,2013-09-03T08:12:19.991+06:00,19339,0.7025611825180683
Camping Apparatus,"Nunc porta pulvinar accumsan. Donec luctus ligula neque, vel tincidunt purus tempus sed. Donec suscipit semper lorem, dapibus auctor lectus dapibus vel. Fusce suscipit, risus id convallis laoreet, sapien felis suscipit odio, et volutpat lectus ligula at odio. Ut eu nulla vitae ipsum vestibulum eleifend. Aliquam id justo eu nibh bibendum ornare in nec nunc. Pellentesque rutrum, lorem ac tincidunt auctor, neque orci commodo urna, in pellentesque ipsum turpis in dui. Maecenas pellentesque pellentesque mauris, at varius risus posuere ac. Curabitur dapibus metus at commodo pellentesque.",98,Quisque fringilla maximus nulla condimentum eleifend,vehicula,2022-04-24T23:12:46.173+05:00,2022-04-24T23:12:46.173+05:00,2022-04-24T23:12:46.173+05:00,2022-04-24T23:12:46.173+05:00,2022-04-24T23:12:46.173+05:00,41538,0.763342051791753
Party Accessory,"Vivamus eget tempus libero. Nam facilisis, turpis sed finibus venenatis, sem dolor cursus libero, id hendrerit eros enim ut eros. In rhoncus ante at lacus maximus, at gravida velit viverra. Aliquam lobortis cursus erat quis dapibus. Phasellus blandit vestibulum elit, vitae tincidunt dui maximus nec. Cras hendrerit pellentesque nunc id gravida. Phasellus non turpis lacinia, vehicula diam sit amet, mattis enim.",208,"Quisque varius semper orci, sit amet auctor metus venenatis sed",massa,2012-09-17T04:49:51.088+06:00,2012-09-17T04:49:51.088+06:00,2012-09-17T04:49:51.088+06:00,2012-09-17T04:49:51.088+06:00,2012-09-17T04:49:51.088+06:00,10578,0.5282613223815833
Мяч,"Suspendisse dignissim tincidunt odio sed tempus. Fusce at nunc orci. Donec tempor tempus consectetur. Curabitur ullamcorper orci a eros ultrices vestibulum. Integer mollis odio efficitur, finibus magna et, sollicitudin lorem. Mauris interdum vitae quam ac ornare. Sed tellus est, iaculis quis justo vitae, fringilla consectetur nibh. Ut eleifend vehicula tempus. In gravida dolor dolor, id volutpat dui condimentum eu. Quisque iaculis lobortis porta. Donec tincidunt fringilla pretium. Interdum et malesuada fames ac ante ipsum primis in faucibus. Nullam sit amet efficitur nunc. Nulla efficitur lectus fermentum diam auctor vestibulum.",135,Morbi interdum lobortis lacus id ullamcorper,quis,2013-09-26T16:01:12.275+06:00,2013-09-26T16:01:12.275+06:00,2013-09-26T16:01:12.275+06:00,2013-09-26T16:01:12.275+06:00,2013-09-26T16:01:12.275+06:00,6932,0.4287521495790212
Геймбой,"Sed ac commodo ligula. Morbi suscipit mi eget tortor euismod, a congue nibh finibus. Ut dapibus ut odio sit amet vehicula. Nulla congue posuere ligula ac pulvinar. Suspendisse potenti. Nulla libero odio, suscipit ut mattis non, tempor molestie diam. Nam sed ex mollis, luctus nisi at, rhoncus sapien. Integer eu ligula metus. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",88,Ut eleifend quis quam id mattis,nec,2011-12-22T22:17:42.020+06:00,2011-12-22T22:17:42.020+06:00,2011-12-22T22:17:42.020+06:00,2011-12-22T22:17:42.020+06:00,2011-12-22T22:17:42.020+06:00,4015,0.8104972564994474
Видеоигра,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Suspendisse luctus luctus metus et eleifend. Donec pharetra sem congue elementum venenatis. Nulla vitae odio urna. Ut sit amet eros orci. Praesent dictum ac dui a efficitur. Ut non hendrerit velit, nec mattis dolor. Ut venenatis elit quam, eget pulvinar augue finibus sed. Proin mi magna, venenatis eu sagittis vel, porttitor vel velit. Pellentesque nisl lacus, aliquam quis turpis ac, congue mollis arcu. Suspendisse eu nunc consequat, tincidunt diam eget, ornare diam. Curabitur iaculis vitae erat in eleifend.",135,Sed vel metus turpis,consequat,2021-06-29T23:27:04.305+05:00,2021-06-29T23:27:04.305+05:00,2021-06-29T23:27:04.305+05:00,2021-06-29T23:27:04.305+05:00,2021-06-29T23:27:04.305+05:00,45554,0.6183491233984209
Ноутбук,"Praesent ut nibh vitae eros vestibulum semper. Vivamus sed ligula sit amet justo placerat vulputate. Quisque faucibus aliquet dolor. Proin mattis turpis sed tempor cursus. Aliquam laoreet leo quam, eu tincidunt dolor consectetur sed. Sed congue vehicula lectus, sed iaculis felis rhoncus sit amet. Integer efficitur viverra sapien, sed venenatis eros sagittis at. In consectetur libero id mauris malesuada lobortis. Proin dignissim orci urna, eget congue ipsum pharetra sed. Integer sagittis congue diam, eget volutpat lacus luctus sit amet. Etiam viverra, lacus ac mollis suscipit, eros enim varius metus, a pulvinar velit nunc congue sapien. Sed id congue augue.",146,Quisque laoreet ullamcorper consequat,odio,2023-03-25T16:26:12.110+05:00,2023-03-25T16:26:12.110+05:00,2023-03-25T16:26:12.110+05:00,2023-03-25T16:26:12.110+05:00,2023-03-25T16:26:12.110+05:00,38865,0.6920852807175852
Весы напольные,"In pulvinar ullamcorper lectus, id venenatis magna tincidunt eu. Etiam maximus blandit lacinia. Quisque malesuada auctor posuere. Donec iaculis ante in arcu hendrerit euismod. Mauris vel tincidunt risus. In bibendum, nisl nec aliquet blandit, neque nulla semper enim, ac mattis ligula ante ac tellus. Fusce maximus, turpis ut facilisis interdum, quam nisl mollis diam, quis commodo dui est a est.",247,"Phasellus purus mauris, bibendum sit amet leo eu, tempor vestibulum neque",egestas,2012-10-07T15:33:55.771+06:00,2012-10-07T15:33:55.771+06:00,2012-10-07T15:33:55.771+06:00,2012-10-07T15:33:55.771+06:00,2012-10-07T15:33:55.771+06:00,26848,0.5730593274354169
Блок питания,"Nullam sollicitudin arcu eu dui facilisis, at tempor turpis scelerisque. Suspendisse faucibus volutpat lacus quis auctor. Praesent scelerisque nisl enim, a sodales elit aliquet ac. Sed viverra, eros quis varius cursus, sapien est aliquet metus, id malesuada orci felis vel risus. Praesent mattis, turpis et blandit sollicitudin, arcu nisl efficitur est, at imperdiet ante magna sit amet metus. Pellentesque faucibus quam fermentum, viverra est a, pellentesque tellus. Morbi sed mauris tellus. Suspendisse potenti. Nullam sit amet augue vitae orci tempus rhoncus.",27,Mauris maximus a dolor vel pretium,amet,2021-03-18T19:20:00.357+05:00,2021-03-18T19:20:00.357+05:00,2021-03-18T19:20:00.357+05:00,2021-03-18T19:20:00.357+05:00,2021-03-18T19:20:00.357+05:00,28590,0.8989559691941814
Шнур питания,"Vestibulum lacinia massa nec viverra vulputate. Cras a ante sem. Morbi interdum lobortis lacus id ullamcorper. Integer pellentesque fringilla libero quis cursus. Curabitur vitae dictum nibh, non accumsan turpis. Quisque aliquam nec nibh a aliquam. Curabitur nunc arcu, rutrum eget mattis id, semper in mi. In arcu augue, commodo sit amet finibus eget, dignissim in quam. Nulla sollicitudin enim in nibh venenatis, in cursus dui hendrerit. Morbi at mollis nulla.",130,"Phasellus ut ante eleifend, ultrices massa non, varius diam",nulla,2016-03-06T02:33:37.832+05:00,2016-03-06T02:33:37.832+05:00,2016-03-06T02:33:37.832+05:00,2016-03-06T02:33:37.832+05:00,2016-03-06T02:33:37.832+05:00,18010,0.339254025850007
Палатка,"Phasellus mattis justo non metus vulputate vehicula. Aliquam imperdiet auctor nisl, vel malesuada magna malesuada quis. Nam rutrum enim sit amet varius interdum. Duis facilisis justo eget mauris hendrerit bibendum in eu nulla. Donec accumsan sapien vel nulla tristique, id convallis risus commodo. Phasellus feugiat diam enim, nec molestie urna porta vitae. Praesent cursus justo ac sapien maximus ullamcorper. Etiam tristique ex sit amet justo tristique scelerisque. Sed vulputate nunc eget finibus convallis. Ut sed lacinia libero. Etiam ac ultrices augue. Nam volutpat odio nec lacus vehicula, eget aliquam lorem ullamcorper. Sed tincidunt ultricies nisi, at faucibus enim aliquet ut. In purus augue, vehicula at suscipit non, hendrerit sit amet lectus. Vestibulum rhoncus, enim a bibendum interdum, nunc elit fringilla diam, vitae lobortis erat nisi dignissim diam.",198,Cras placerat felis at diam feugiat placerat,volutpat,2016-11-26T17:03:17.439+05:00,2016-11-26T17:03:17.439+05:00,2016-11-26T17:03:17.439+05:00,2016-11-26T17:03:17.439+05:00,2016-11-26T17:03:17.439+05:00,5792,0.5909461624861628
Лампа,"Nulla orci mi, dapibus vel tempor vulputate, luctus at quam. Curabitur tempus sed mi eget pretium. Sed vitae eleifend nibh. Integer luctus orci vel metus elementum, sit amet rutrum nisi cursus. Cras sagittis eu magna et bibendum. Aliquam erat volutpat. Pellentesque sollicitudin ornare egestas. Fusce libero quam, elementum non auctor ultricies, vulputate non sem. Integer tristique est a lorem consectetur tempor.",201,Mauris varius rutrum felis eget suscipit,malesuada,2017-11-05T13:48:15.579+05:00,2017-11-05T13:48:15.579+05:00,2017-11-05T13:48:15.579+05:00,2017-11-05T13:48:15.579+05:00,2017-11-05T13:48:15.579+05:00,7697,0.7416286629572718
Духовка,"Suspendisse condimentum velit non purus varius, auctor maximus est aliquam. Aliquam volutpat arcu id justo fringilla posuere. Maecenas massa metus, blandit at varius vel, fermentum vitae odio. Ut non metus maximus, suscipit metus et, mattis dui. Duis vestibulum velit eget tempus pretium. Duis elit diam, finibus et lectus nec, auctor malesuada neque. Fusce congue faucibus consequat.",125,"Sed ultrices urna turpis, et tempus dolor dignissim et",felis,2020-01-17T19:45:58.822+05:00,2020-01-17T19:45:58.822+05:00,2020-01-17T19:45:58.822+05:00,2020-01-17T19:45:58.822+05:00,2020-01-17T19:45:58.822+05:00,6506,0.07102807492133006
Холодильник,"Suspendisse facilisis, magna quis laoreet interdum, ligula elit porta augue, nec malesuada eros sapien eu nisl. In sed lacus ac mi placerat congue. Suspendisse massa orci, iaculis id facilisis tempus, gravida in est. Vestibulum eu lacus eget massa dignissim efficitur vitae malesuada leo. Quisque ultricies massa turpis, quis venenatis justo vehicula vel. Donec eu cursus turpis. Aliquam vel vulputate eros, eget faucibus elit. Phasellus vel egestas orci, vel cursus neque. Suspendisse feugiat sapien orci. Curabitur rhoncus ultricies laoreet. In vitae euismod tortor, sed rutrum lorem. Vivamus at augue scelerisque, bibendum est vel, aliquam ligula. Aliquam sagittis ornare neque, sed fermentum nisi cursus ut. Donec purus arcu, convallis eget eros dapibus, euismod malesuada diam. Vivamus congue, metus in fringilla facilisis, ante orci posuere turpis, nec malesuada massa nisi dignissim mi. Donec sed augue lectus.",44,Sed placerat semper finibus,at,2015-01-19T04:49:27.394+05:00,2015-01-19T04:49:27.394+05:00,2015-01-19T04:49:27.394+05:00,2015-01-19T04:49:27.394+05:00,2015-01-19T04:49:27.394+05:00,11826,0.11061004854647623
Наушники,"Nunc congue metus in nisi consequat, at elementum tellus laoreet. Ut sodales, mi non ullamcorper facilisis, tortor justo finibus ligula, a cursus arcu sapien vel purus. Vivamus tincidunt quam dapibus mi condimentum, vitae pharetra neque scelerisque. Mauris maximus a dolor vel pretium. Nulla nec gravida sapien. Nulla sodales mi eu neque porta facilisis. Nulla varius placerat auctor. Praesent quis nisl congue dui pretium tempor. Phasellus luctus nibh vestibulum, dignissim ligula vel, tristique libero. Aliquam porta egestas sapien, nec scelerisque felis semper vitae. Duis mauris leo, elementum at felis non, cursus maximus leo. Duis felis nulla, bibendum sit amet elementum vitae, vestibulum in justo. Mauris ipsum dui, tempor sit amet ligula vel, sollicitudin malesuada est. Morbi tristique mauris at arcu interdum ornare. Etiam non mi a sem pharetra varius.",103,Etiam sollicitudin enim eu nisl ullamcorper sagittis,at,2020-06-22T21:09:54.707+05:00,2020-06-22T21:09:54.707+05:00,2020-06-22T21:09:54.707+05:00,2020-06-22T21:09:54.707+05:00,2020-06-22T21:09:54.707+05:00,46550,0.6590254509810739
Колонка,"Phasellus eget fringilla justo. Integer sem mauris, viverra non ligula sagittis, consectetur pharetra tortor. Donec et varius leo. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam pharetra mollis ante, eget vestibulum turpis vestibulum vel. Donec dictum, tellus vitae fermentum egestas, erat leo tristique orci, ut aliquet lectus massa sed mauris. Integer viverra hendrerit nisl a vulputate. Pellentesque finibus auctor nisl, nec aliquet magna cursus ut.",26,"Suspendisse blandit mauris finibus sapien pulvinar, nec bibendum ligula tempus",Integer,2021-03-07T02:49:37.947+05:00,2021-03-07T02:49:37.947+05:00,2021-03-07T02:49:37.947+05:00,2021-03-07T02:49:37.947+05:00,2021-03-07T02:49:37.947+05:00,16049,0.45596063748235205
Смарт-часы,"Suspendisse dignissim tincidunt odio sed tempus. Fusce at nunc orci. Donec tempor tempus consectetur. Curabitur ullamcorper orci a eros ultrices vestibulum. Integer mollis odio efficitur, finibus magna et, sollicitudin lorem. Mauris interdum vitae quam ac ornare. Sed tellus est, iaculis quis justo vitae, fringilla consectetur nibh. Ut eleifend vehicula tempus. In gravida dolor dolor, id volutpat dui condimentum eu. Quisque iaculis lobortis porta. Donec tincidunt fringilla pretium. Interdum et malesuada fames ac ante ipsum primis in faucibus. Nullam sit amet efficitur nunc. Nulla efficitur lectus fermentum diam auctor vestibulum.",173,Quisque sagittis lectus lacinia orci aliquet sollicitudin,magna,2011-08-14T21:18:55.519+06:00,2011-08-14T21:18:55.519+06:00,2011-08-14T21:18:55.519+06:00,2011-08-14T21:18:55.519+06:00,2011-08-14T21:18:55.519+06:00,19581,0.8553847772878269
Материинская плата,"Pellentesque dictum ante vitae tempor sodales. Phasellus sed egestas felis, id sagittis ipsum. Sed pharetra non urna quis luctus. Aenean iaculis iaculis augue, eget rutrum justo aliquet dapibus. Proin convallis vel tellus a bibendum. Duis sagittis ultrices orci vitae feugiat. Donec vehicula cursus diam at varius. Sed non varius nunc, at gravida est. Cras sodales varius metus ut dignissim. In hac habitasse platea dictumst. Aliquam diam quam, consequat et vestibulum vel, elementum nec elit. Nulla et viverra felis. In eget dolor non metus fermentum scelerisque.",20,Sed venenatis maximus bibendum,quis,2015-03-01T19:49:44.367+05:00,2015-03-01T19:49:44.367+05:00,2015-03-01T19:49:44.367+05:00,2015-03-01T19:49:44.367+05:00,2015-03-01T19:49:44.367+05:00,12545,0.055344858790964804
Стилбук,"Sed sagittis, metus eu fermentum ultrices, nibh risus malesuada felis, eu interdum ipsum felis nec nulla. Nam a imperdiet augue. Nam vestibulum lacus neque, quis maximus ipsum maximus at. Aliquam id tortor eu nulla bibendum pellentesque. Morbi eleifend libero vel augue gravida, nec maximus libero tincidunt. Morbi dui metus, dignissim pretium ultrices non, tincidunt sed enim. Nunc tristique elit fringilla arcu condimentum euismod. Nunc eget lacus nulla.",233,Pellentesque vehicula efficitur libero,rutrum,2012-01-02T05:30:27.043+06:00,2012-01-02T05:30:27.043+06:00,2012-01-02T05:30:27.043+06:00,2012-01-02T05:30:27.043+06:00,2012-01-02T05:30:27.043+06:00,14604,0.5446358255646518
Геймпад,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Suspendisse luctus luctus metus et eleifend. Donec pharetra sem congue elementum venenatis. Nulla vitae odio urna. Ut sit amet eros orci. Praesent dictum ac dui a efficitur. Ut non hendrerit velit, nec mattis dolor. Ut venenatis elit quam, eget pulvinar augue finibus sed. Proin mi magna, venenatis eu sagittis vel, porttitor vel velit. Pellentesque nisl lacus, aliquam quis turpis ac, congue mollis arcu. Suspendisse eu nunc consequat, tincidunt diam eget, ornare diam. Curabitur iaculis vitae erat in eleifend.",176,"Vivamus sapien lacus, mollis vel urna non, finibus finibus ligula.",eu,2023-08-17T18:21:55.185+05:00,2023-08-17T18:21:55.185+05:00,2023-08-17T18:21:55.185+05:00,2023-08-17T18:21:55.185+05:00,2023-08-17T18:21:55.185+05:00,60359,0.9453322238539329
Музыкальный центр,"Cras metus ipsum, viverra vel ligula in, finibus eleifend odio. Morbi odio eros, euismod eget sapien non, placerat vehicula ex. Ut non nisi felis. In scelerisque tincidunt erat vel finibus. Vestibulum ut aliquam orci. Duis blandit vel lacus eget aliquet. Donec lacinia, elit sed tincidunt dictum, mi nisl cursus arcu, et fermentum diam sem eget purus. Nunc nec felis leo. Vivamus dictum lorem id lacus convallis lacinia quis nec quam. Maecenas faucibus sed nisi eu molestie. Fusce elementum ultrices risus, quis porttitor dolor porttitor nec. Duis convallis ante ipsum, id suscipit sem ultricies quis. Sed vel rhoncus tellus. Ut sed tincidunt nibh, non cursus nunc.",83,"Cras diam sapien, dapibus non mi nec, pretium lobortis diam",in,2017-07-12T23:53:05.513+05:00,2017-07-12T23:53:05.513+05:00,2017-07-12T23:53:05.513+05:00,2017-07-12T23:53:05.513+05:00,2017-07-12T23:53:05.513+05:00,47374,0.09817610568205025
Тренажёр,"Praesent aliquam tellus lobortis arcu rutrum, ac tincidunt arcu egestas. Suspendisse a auctor tortor, in lacinia massa. Suspendisse eleifend vulputate urna vitae ultricies. Praesent gravida convallis ipsum a euismod. Phasellus vitae diam diam. Maecenas ac enim varius, sagittis arcu porta, venenatis felis. Sed luctus metus velit, ut molestie ipsum auctor quis. Etiam malesuada et enim nec gravida. Nunc pharetra lectus odio, non tempus velit dictum et. Suspendisse dignissim mi nec dolor rutrum semper.",131,Phasellus sed est eros,diam,2015-08-02T10:00:44.976+05:00,2015-08-02T10:00:44.976+05:00,2015-08-02T10:00:44.976+05:00,2015-08-02T10:00:44.976+05:00,2015-08-02T10:00:44.976+05:00,19221,0.06378509760973519
VR-шлем,"Suspendisse eros enim, iaculis sodales auctor et, tincidunt quis enim. Integer leo nisi, fringilla sed porta non, convallis non mi. Aenean erat tortor, vehicula vitae mattis non, elementum vel urna. Fusce efficitur felis sed dui mollis, euismod vehicula purus eleifend. Ut tempor risus eget nisi suscipit porta. Maecenas molestie imperdiet purus, eget imperdiet velit convallis sed. Aliquam venenatis hendrerit malesuada. Mauris id felis turpis. Nunc pretium nisi aliquam rutrum elementum. Sed malesuada massa quis ipsum commodo fermentum. Sed id nulla velit.",122,Nullam id augue vitae nulla interdum pharetra ut et turpis,posuere,2011-10-05T07:17:50.183+06:00,2011-10-05T07:17:50.183+06:00,2011-10-05T07:17:50.183+06:00,2011-10-05T07:17:50.183+06:00,2011-10-05T07:17:50.183+06:00,18687,0.5929247187419131
Бритва,"Etiam neque libero, semper sed ex eu, rutrum dignissim diam. Maecenas nisi libero, dignissim nec faucibus nec, elementum vitae neque. Phasellus a augue lacus. Maecenas ac porttitor justo. Quisque lacus urna, tristique quis ex vel, ullamcorper suscipit nibh. Donec ut purus lacus. Interdum et malesuada fames ac ante ipsum primis in faucibus. Etiam vitae ex vel tortor viverra dictum a nec arcu.",64,Aenean vehicula sem ut tortor iaculis dignissim,et,2014-04-18T23:16:40.917+06:00,2014-04-18T23:16:40.917+06:00,2014-04-18T23:16:40.917+06:00,2014-04-18T23:16:40.917+06:00,2014-04-18T23:16:40.917+06:00,23034,0.8760218924535251
Электроплита,"Sed volutpat porttitor arcu, ac condimentum ligula. Aenean quis imperdiet mauris. Morbi sagittis sodales justo, ac auctor felis sagittis pulvinar. Cras sed arcu tempus, facilisis nisl vitae, convallis sem. Mauris odio dolor, maximus vel auctor et, molestie sed magna. Pellentesque vel ultrices felis. Cras et pulvinar lorem. Nunc dignissim maximus varius. Sed et diam volutpat nisi aliquet tempor. Phasellus non ligula congue, bibendum nisl et, viverra nulla. Maecenas ut lorem quis mi tempor finibus at sit amet dolor. Proin auctor urna sed erat lacinia, et aliquam lacus hendrerit. Cras diam sapien, dapibus non mi nec, pretium lobortis diam. Duis interdum lacinia felis, ultrices venenatis ex pharetra sit amet. Vestibulum sollicitudin dignissim mauris, vitae aliquet nisi vestibulum vitae.",89,Quisque faucibus aliquet dolor,dignissim,2019-04-11T00:06:59.832+05:00,2019-04-11T00:06:59.832+05:00,2019-04-11T00:06:59.832+05:00,2019-04-11T00:06:59.832+05:00,2019-04-11T00:06:59.832+05:00,63447,0.18517246874337803
Игровой блок,"In hac habitasse platea dictumst. Pellentesque eleifend ante quis magna gravida rhoncus. Nullam ut lorem eu ipsum elementum convallis id sit amet mauris. Praesent ac nulla et nibh fringilla ultricies. Pellentesque mauris ante, congue ut arcu sit amet, varius eleifend erat. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Maecenas ac enim lectus. Quisque arcu risus, laoreet dictum massa nec, aliquam hendrerit dui. Proin molestie augue sit amet fermentum mattis. Ut rhoncus malesuada eleifend. Integer viverra lobortis malesuada. Fusce at arcu non orci hendrerit tincidunt. In mattis pulvinar ex in lobortis.",95,"Nullam viverra elit lectus, ac pellentesque lorem porttitor vulputate",quis,2010-05-20T01:31:26.131+06:00,2010-05-20T01:31:26.131+06:00,2010-05-20T01:31:26.131+06:00,2010-05-20T01:31:26.131+06:00,2010-05-20T01:31:26.131+06:00,21730,0.35282953004028333
Телефон,"Nunc porta pulvinar accumsan. Donec luctus ligula neque, vel tincidunt purus tempus sed. Donec suscipit semper lorem, dapibus auctor lectus dapibus vel. Fusce suscipit, risus id convallis laoreet, sapien felis suscipit odio, et volutpat lectus ligula at odio. Ut eu nulla vitae ipsum vestibulum eleifend. Aliquam id justo eu nibh bibendum ornare in nec nunc. Pellentesque rutrum, lorem ac tincidunt auctor, neque orci commodo urna, in pellentesque ipsum turpis in dui. Maecenas pellentesque pellentesque mauris, at varius risus posuere ac. Curabitur dapibus metus at commodo pellentesque.",245,In sit amet posuere diam.,blandit,2011-06-16T12:13:40.518+06:00,2011-06-16T12:13:40.518+06:00,2011-06-16T12:13:40.518+06:00,2011-06-16T12:13:40.518+06:00,2011-06-16T12:13:40.518+06:00,50877,0.4104677475581843
Телевизор,"Maecenas maximus condimentum efficitur. Phasellus vitae ullamcorper lectus, non mattis augue. Phasellus vel efficitur ipsum. Praesent tempus porttitor ante, ut efficitur diam mollis vel. Vestibulum quis accumsan turpis. Integer accumsan, felis quis fringilla dignissim, nisl magna pulvinar lacus, nec aliquam mauris enim ut risus. In ultrices tempus nibh, rutrum dictum quam faucibus quis. Donec ut nunc nec nisl elementum consectetur.",252,Vestibulum ut aliquam orci,nibh,2012-06-23T07:54:14.028+06:00,2012-06-23T07:54:14.028+06:00,2012-06-23T07:54:14.028+06:00,2012-06-23T07:54:14.028+06:00,2012-06-23T07:54:14.028+06:00,47573,0.5691398890364853
Видеокарта,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Curabitur volutpat nisl ut arcu fermentum, sit amet commodo lectus viverra. Aliquam erat volutpat. Vestibulum dui mauris, sagittis sit amet tristique eget, pellentesque non nibh. Aliquam sollicitudin, ante vel varius finibus, urna velit sagittis enim, id auctor dui ligula in urna. Mauris ornare convallis sem in dictum. Aliquam et ante sed nisl blandit imperdiet vel vel libero. Morbi imperdiet dui vestibulum dolor tincidunt mattis ac ut diam. Nullam aliquet sodales ligula vel fringilla. Suspendisse velit nibh, finibus at elit sit amet, blandit condimentum leo. Vestibulum viverra non elit nec ornare. In id tortor lectus. Donec non lectus quis tellus ultrices cursus. Quisque tincidunt ligula in est lacinia, non malesuada risus semper. Donec varius augue ut tellus porta interdum sit amet in diam. Maecenas posuere, tortor at condimentum volutpat, nisl odio pulvinar sapien, et vehicula nunc urna at tortor.",138,Cras dignissim molestie sodales,Aenean,2021-05-30T03:17:32.648+05:00,2021-05-30T03:17:32.648+05:00,2021-05-30T03:17:32.648+05:00,2021-05-30T03:17:32.648+05:00,2021-05-30T03:17:32.648+05:00,11520,0.34250496348882575
Мини-трактор,"Curabitur ut dolor scelerisque eros hendrerit vestibulum vel eget massa. Sed finibus dolor at mauris rhoncus, et ornare est venenatis. Maecenas erat magna, viverra a posuere at, pellentesque et eros. Mauris ac sapien a est dictum volutpat. Fusce massa ipsum, ultricies ut commodo vitae, semper sit amet dui. Cras nec turpis eu enim vestibulum condimentum eu eget nunc. Pellentesque faucibus tempor mi eget tincidunt. Integer ipsum ante, eleifend id ante aliquam, feugiat efficitur sapien. Integer tellus nisi, auctor ut sapien id, eleifend ultricies nisl. Aliquam malesuada commodo laoreet. Quisque elementum interdum quam at luctus. Sed luctus molestie augue eu luctus.",148,Nulla sodales mi eu neque porta facilisis,aliquet,2018-10-16T11:02:26.308+05:00,2018-10-16T11:02:26.308+05:00,2018-10-16T11:02:26.308+05:00,2018-10-16T11:02:26.308+05:00,2018-10-16T11:02:26.308+05:00,50915,0.07197359742750553
Уход за кожей,"Nulla facilisi. Aliquam imperdiet bibendum nisi vitae condimentum. Suspendisse eleifend nibh in enim ornare, id tempus orci dapibus. Proin sed scelerisque neque. Vestibulum blandit mi quis leo euismod faucibus. Vestibulum eget libero eget nibh sodales vehicula vitae ut est. Integer vel commodo massa, eget imperdiet sapien. Mauris auctor elementum nibh, ac vehicula leo pellentesque quis. Cras pulvinar ipsum vulputate, hendrerit quam ut, ullamcorper lectus.",20,Aenean sagittis sapien sed justo suscipit egestas,nostra,2012-03-23T07:58:09.856+06:00,2012-03-23T07:58:09.856+06:00,2012-03-23T07:58:09.856+06:00,2012-03-23T07:58:09.856+06:00,2012-03-23T07:58:09.856+06:00,6565,0.5415654747078401
